source_identifier,model,remote_files,parents,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,artist,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial,spatial_local,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of
acwiley:330,Image,,collections:acwiley,0012_000458_000051 | cw010752 | acwiley:330 | record_spc_4840,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:359,Image,,collections:acwiley,0012_000458_000080 | cw011181 | acwiley:359 | record_spc_4868,,,,,,Pencil figure drawing of a child,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85023533 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:416,Image,,collections:acwiley,0012_000458_000137 | cw0118144 | acwiley:416 | record_spc_4938,,,,,,Pencil drawn town sketches,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm002107,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:281,Image,,collections:acwiley,0012_000458_000002 | cw010102 | acwiley:281 | record_spc_4947,,,,,,Self portrait,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85119780 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:397,Image,,collections:acwiley,0012_000458_000118 | cw0117124 | acwiley:397 | record_spc_4919,,,,,,Black and white ink drawing of bookplate design,,"Bookplate design, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85015646 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:339,Image,,collections:acwiley,0012_000458_000060 | cw010961 | acwiley:339 | record_spc_4849,,,,,,Pencil figure drawing,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:457,Image,,collections:acwiley,cw0207187,,,,,,Knox Art Institute design in pencil,,"Sketch, Knox Art Institute, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/authorities/subjects/sh85147554,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:422,Image,,collections:acwiley,0012_000458_000143 | cw0118150 | acwiley:422 | record_spc_4944,,,,,,Pencil drawn woman sitting,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:471,Image,,collections:acwiley,0012_000458_000191 | cw0120012,,,,,,"Fragment of a letter to R. W. Austin, March 22, 1910",,Letter providing Wiley's application materials to a selection committee,,http://id.loc.gov/authorities/names/nr92031762,"March 22, 1910",,,1910-03-22,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:467,Image,,collections:acwiley,0012_000458_000187 | cw0120008,,,,,,"Letter to S. W. McCall, February 2, 1911",,Letter asking that Lloyd Branson and Catherine Wiley be considered for a portrait commission to represent past Speakers of the House of Representatives from Tennessee,,http://id.loc.gov/authorities/names/nr92031762,"February 2, 1911",,,1911-02-02,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:468,Image,,collections:acwiley,0012_000458_000188 | cw0120009,,,,,,"Letter from the Knoxville Sentinel, March 19, 1910",,Letter promoting Wiley's artwork,,http://id.loc.gov/authorities/names/nr92031762,"March 19, 1910",,,1910-03-19,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:461,Image,,collections:acwiley,0012_000458_000181 | cw0120002,,,,,,"Letter from Alex McMillan to R. W. Austin, March 17, 1910",,Letter promoting Wiley's artistic talent for a portrait commission to represent past Speakers of the House of Representatives from Tennessee,,http://id.loc.gov/authorities/names/nr92031762,"March 17, 1910",,,1910-03-17,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:469,Image,,collections:acwiley,0012_000458_000189 | cw0120010,,,,,,"Fragment of a letter to S. W. McCall, March 17,1910",,Letter promoting Wiley's artistic talent for a portrait commission to represent past Speakers of the House of Representatives from Tennessee,,http://id.loc.gov/authorities/names/nr92031762,"March 19, 1910",,,1910-03-19,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:466,Image,,collections:acwiley,0012_000458_000186 | cw0120007,,,,,,"Letter from M. E. Rideout, Jr. addressed to ""Dear Sir""",,Rejection letter for House of Representatives commission,,http://id.loc.gov/authorities/names/nr92031762,"March 24, 1905",,,1905-03-24,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:472,Image,,collections:acwiley,0012_000458_000192 | cw0120013,,,,,,"Letter from R. W. Austin to S. W. McCall, March 19, 1910",,Letter related to House of Representatives portrait commission ,,http://id.loc.gov/authorities/names/nr92031762,"March 19, 1910",,,1910-03-19,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:465,Image,,collections:acwiley,0012_000458_000185 | cw0120006,,,,,,"Fragment of a letter from E. G. Oates to Katherine [sic] Wiley, March 19, 1910",,Letter acknowledging application,,http://id.loc.gov/authorities/names/nr92031762,"March 19, 1910",,,1910-03-19,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:460,Image,,collections:acwiley,0012_000458_000180 | cw0120001,,,,,,"Fragment of a letter to S. W. McCall, March 17,1910",,Letter promoting Wiley's artistic talent for a portrait commission to represent past Speakers of the House of Representatives from Tennessee,,http://id.loc.gov/authorities/names/nr92031762,"March 17, 1910",,,1910-03-17,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:473,Image,,collections:acwiley,0012_000458_000193 | cw0120014,,,,,,"Letter from William J. Oliver to R. W. Austin, March 18, 1910",,Letter promoting Wiley's artistic talent for a portrait commission to represent past Speakers of the House of Representatives from Tennessee,,http://id.loc.gov/authorities/names/nr92031762,"March 18, 1910",,,1910-03-18,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:462,Image,,collections:acwiley,0012_000458_000182 | cw0120003,,,,,,"Fragment of a letter to the Library Committee, March 16, 1910 ",,Letter promoting Wiley's artistic talent for a portrait commission to represent past Speakers of the House of Representatives from Tennessee,,http://id.loc.gov/authorities/names/nr92031762,"March 16, 1910",,,1910-03-16,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:470,Image,,collections:acwiley,0012_000458_000190 | cw0120011,,,,,,Fragment of a handwritten letter to S. W. McCall,,Letter promoting Wiley's artistic talent for a portrait commission to represent past Speakers of the House of Representatives from Tennessee,,http://id.loc.gov/authorities/names/nr92031762,"March 24, 1905",,,1905-03-24,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:464,Image,,collections:acwiley,0012_000458_000184 | cw0120005,,,,,,"Fragment of a letter from William J. Oliver, March 17, 1910",,Letter promoting Wiley's artwork,,http://id.loc.gov/authorities/names/nr92031762,"March 17, 1910",,,1910-03-17,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:463,Image,,collections:acwiley,0012_000458_000183 | cw0120004,,,,,,"Fragment of a letter from William Rule to S. W. McCall, March 17, 1910",,Letter promoting Wiley's artistic talent for a portrait commission to represent past Speakers of the House of Representatives from Tennessee,,http://id.loc.gov/authorities/names/nr92031762,"March 17,1909",,,1909-03-17,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85007987,,http://vocab.getty.edu/aat/300026879,http://id.loc.gov/vocabulary/resourceTypes/txt,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:475,Image,,collections:acwiley,0012_000458_000194 | cw0204180,,,,,,Tennessee Baseball poster,,Poster of male baseball player pitching,,http://id.loc.gov/authorities/names/nr92031762,"March 23, 1905",,,1905-03-23,,,,Norris & Winter,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85126943 | http://id.loc.gov/authorities/subjects/sh96011397,,http://vocab.getty.edu/aat/300027221,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:474,Image,,collections:acwiley,0012_000458_000194 | cw0204180,,,,,,Tennessee Football poster,,Poster of male football player,,http://id.loc.gov/authorities/names/nr92031762,"March 23, 1905",,,1905-03-23,,,,Norris & Winter,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85126943 | http://id.loc.gov/authorities/subjects/sh97000925 | http://id.loc.gov/authorities/names/n90646627,,http://vocab.getty.edu/aat/300027221,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
